cod_adm,type_abb,name,denom_abb,denom_ext,denom_emp,name_abb,global_id,year_ctr,annofine,st_length
35,VIA,VIA,DELL'ACQUEDOTTO,DELL'ACQUEDOTTO,ACQUEDOTTO,VIA DELL'ACQUEDOTTO,{415459BB-A19A-47BB-93E9-187A90DC3C4D},,,557.92430929200
40,VIA,VIA,ADAMELLO,ADAMELLO,ADAMELLO,VIA ADAMELLO,{8B7B32D2-3BDB-40C2-8741-2D55785C2DB5},,,69.41206542810
45,VIA,VIA,ADDA,ADDA,ADDA,VIA ADDA,{371D29FC-415B-4D00-B989-678C1FE199CC},,,678.09037421500
65,VIA,VIA,L. AGOSTINI,LODOVICO AGOSTINI,AGOSTINI,VIA L. AGOSTINI,{2DF125E0-3E16-471B-BA25-6CA796B38DED},,,886.82531563200
70,VIA,VIA,AGRICOLTORI,DEGLI AGRICOLTORI,AGRICOLTORI,VIA AGRICOLTORI,{C3955B60-DE6D-4BD0-B120-BA6C1E079C2F},,,127.00654762700
75,VIA,VIA,DELL'AIRONE,DELL'AIRONE,AIRONE,VIA DELL'AIRONE,{345B227A-6997-45B1-B699-29AC81FA9DED},,,646.64736186700
80,PLE,PIAZZALE,C. ALBANI,CARLO ALBANI,ALBANI,PLE C. ALBANI,{1EED693B-1AC0-4994-8441-DB261FC63909},,,157.49528484800
85,VIA,VIA,L. B. ALBERTI,LEON BATTISTA ALBERTI,ALBERTI,VIA L. B. ALBERTI,{D34A7CCF-AABE-4344-AD54-E2ACE85FE4FE},,,172.46110904400
90,VIA,VIA,L. ALBERTINI,LUIGI ALBERTINI,ALBERTINI,VIA L. ALBERTINI,{87E0D3D6-25AB-4BD9-84CA-0AA6FF0A74E6},,,93.12949804370
95,VIA,VIA,A. ALEARDI,ALEARDO ALEARDI,ALEARDI,VIA A. ALEARDI,{23C2DD31-9294-44B1-B458-E8EE91BE2670},,,319.59420830700
100,VIA,VIA,S. ALESSANDRINI,STEFANO ALESSANDRINI,ALESSANDRINI,VIA S. ALESSANDRINI,{6EA0AA6B-8C8D-4C67-A2F9-7F70F784C871},,,119.81736758600
105,VIA,VIA,F. ALFANO,FRANCO ALFANO,ALFANO,VIA F. ALFANO,{A545061B-5674-48EB-B84A-B00A596511C6},,,233.73384917000
110,PZA,PIAZZA,V. ALFIERI,VITTORIO ALFIERI,ALFIERI,PZA V. ALFIERI,{923F6AD6-4EE2-4B72-A1FD-F7A72F4956E3},,,62.55578077360
115,PZA,PIAZZA,DANTE ALIGHIERI,DANTE ALIGHIERI,DANTE ALIGHIERI,PZA DANTE ALIGHIERI,{7818E294-9A3E-4625-8FFF-FA3199418C70},,,55.05000632070
120,VIA,VIA,DELL'ALLODOLA,DELL'ALLODOLA,ALLODOLA,VIA DELL'ALLODOLA,{7768A37C-8FBF-45E9-BD7F-25C79AFC6784},,,145.14780579200
125,VIA,VIA,ALMERICI,ALMERICI,ALMERICI,VIA ALMERICI,{1209ADB1-B3FD-49F1-A7D1-920EC8D3E94C},,,80.19459704290
140,VLE,VIALE,G. AMENDOLA,GIOVANNI AMENDOLA,AMENDOLA,VLE G. AMENDOLA,{4655DAF4-95B8-4092-AB22-320F0B2F7B91},,,255.98660756600
145,VIA,VIA,ANCONA,ANCONA,ANCONA,VIA ANCONA,{2E590285-D9A5-416C-BEE9-984E39C84199},,,105.36769393000
150,VIA,VIA,G. ANDREANI,GIOVANNI ANDREANI,ANDREANI,VIA G. ANDREANI,{CB4EA584-0107-464D-97FF-02809573BB53},,,163.40684472600
155,VIA,VIA,G. ANDREOLI,GIUSEPPE ANDREOLI,ANDREOLI,VIA G. ANDREOLI,{A102CE9F-CBF6-4A1C-97EF-28363AC82553},,,118.20216550900
160,VIA,VIA,A. ANGELI,AGOSTINO ANGELI,ANGELI,VIA A. ANGELI,{44E887C9-F2B4-4DFE-94A1-1CA9BF6E36EE},,,301.30250877200
345,VIA,VIA,F. BARACCA,FRANCESCO BARACCA,BARACCA,VIA F. BARACCA,{8951A8EE-1F27-4E11-9363-D729A357942D},,,486.10822587400
180,PZA,PIAZZA,ANTALDI,ANTALDI,ANTALDI,PZA ANTALDI,{982D4475-92FE-440A-8727-88ED80259E6A},,,42.54873853310
185,VIA,VIA,O. ANTINORI,ORAZIO ANTINORI,ANTINORI,VIA O. ANTINORI,{30725425-EE06-4FC7-980F-B80CD2BE45AE},,,73.97491550330
190,VIA,VIA,A. ANTONELLI,AURELIO ANTONELLI,ANTONELLI,VIA A. ANTONELLI,{DE9246A0-5A21-457C-AB6A-7023B914109A},,,312.85935219000
195,VIA,VIA,AQUILEIA,AQUILEIA,AQUILEIA,VIA AQUILEIA,{5828CF99-4A3D-4C57-B31B-FD000CE6EDB9},,,167.27651585100
200,VIA,VIA,G. ARCANGELI,GIAMBATTISTA ARCANGELI,ARCANGELI,VIA G. ARCANGELI,{92533ACC-11AA-4109-9739-DA4E1E55684A},,,125.10954308300
205,VIA,VIA,DELL'ARCO,DELL'ARCO,ARCO,VIA DELL'ARCO,{42D0DF60-D78B-4249-BEB8-6E39B19CD8BA},,,129.83407156600
210,VIA,VIA,ARCOBALENO,DELL'ARCOBALENO,ARCOBALENO,VIA ARCOBALENO,{35C2FAC6-1862-4DCF-835F-450B7C3F233B},,,528.00506294900
215,VIA,VIA,N. ARDIZI,NICOLA ARDIZI,ARDIZI,VIA N. ARDIZI,{EFF34058-D7A7-4E00-8127-F0A0BA9543D0},,,50.15137006710
220,VIA,VIA,S. ARDUINI,SANTE ARDUINI,ARDUINI,VIA S. ARDUINI,{03C92E07-4F96-4707-A734-12E8767D7F8B},,,67.58636033320
223,VIA,VIA,ARENARIA,ARENARIA,ARENARIA,VIA ARENARIA,{95C6E0EB-394B-4EE1-B5D8-D65E394EE27B},,,132.73289035800
225,VIA,VIA,AREZZO,AREZZO,AREZZO,VIA AREZZO,{E8B5BF0A-AE0B-4E4F-8262-7964868EDEBE},,,261.16181202000
228,VIA,VIA,A. ARIANI,ADRIANO ARIANI,ARIANI,VIA A. ARIANI,{3787CC04-2510-408B-A666-0061522BAA08},,,246.82601867500
6107,VIA,VIA,S. MACCI,SEBASTIANO MACCI,MACCI,VIA S.MACCI,{E33CE856-2A2C-458B-9982-37070DF4F10F},,,133.45436272600
230,VIA,VIA,L. ARIOSTO,LUDOVICO ARIOSTO,ARIOSTO,VIA L. ARIOSTO,{FD2CEDD8-D568-44AC-B0B8-28A3063BED51},,,252.19536511900
235,VIA,VIA,C. ARMELLINI,CARLO ARMELLINI,ARMELLINI,VIA C. ARMELLINI,{65B9C06A-B487-4762-98AD-0FABC867842D},,,130.56579983500
240,VIA,VIA,ARNO,ARNO,ARNO,VIA ARNO,{71AEC836-92FC-4521-9CCB-7BF96C78C003},,,549.54415240300
245,VIA,VIA,DELL'ARSENALE,DELL'ARSENALE,ARSENALE,VIA DELL'ARSENALE,{D5A3BA84-500B-4192-818A-D2BA695FEFD7},,,184.57109325200
250,VIA,VIA,DEGLI ARTIGIANI,DEGLI ARTIGIANI,ARTIGIANI,VIA DEGLI ARTIGIANI,{72368BDC-5299-4855-80CE-AEC589F51F54},,,128.53470084400
350,VIA,VIA,BARIGNANI,BARIGNANI,BARIGNANI,VIA BARIGNANI,{3EFC8FF3-5F4C-4395-BB52-588D42666A64},,,89.91533856680
5010,LGO,LARGO,VOLONTARI DEL SANGUE,VOLONTARI DEL SANGUE,VOLONTARI DEL SANGUE,LGO VOLONTARI DEL SANGUE,{C046B292-AFEB-4F66-B868-518FC01B4E44},,,290.30040676000
0,,,,,,,{07FAE1BA-414D-47E6-B112-03CCAC2D4FA0},,,107.17114649800
255,STR,STRADA,DELL'ARZILLA,DELL'ARZILLA,ARZILLA,STR DELL'ARZILLA,{C692B3E0-8B40-45E9-AC01-24B94B05EA64},,,833.80817871400
260,LGO,LARGO,ASCOLI PICENO,ASCOLI PICENO,ASCOLI PICENO,LGO ASCOLI PICENO,{6A089A29-B93F-4961-A53C-4C5A750E400A},,,161.51057732100
265,VIA,VIA,ASIAGO,ASIAGO,ASIAGO,VIA ASIAGO,{8C36EA06-9AEB-4117-A6EF-1E319E04736D},,,93.70608599050
270,VIA,VIA,G. ASIARI,GIACOMO ASIARI,ASIARI,VIA G. ASIARI,{99D1C444-5741-487F-AE16-2D651BE1CCA1},,,72.81036185020
278,VIA,VIA,DELL'AUTOMAZIONE,DELL'AUTOMAZIONE,AUTOMAZIONE,VIA DELL'AUTOMAZIONE,{7411B169-8E77-4A42-B118-55A1124839B8},,,236.51157009600
675,VIA,VIA,F.M. BRIGI,FRANCESCO MARIA BRIGI,BRIGI,VIA F.M. BRIGI,{157345B7-91E6-4779-8918-AA80CDB44F06},,,69.94379813320
280,VIA,VIA,F. XANTO AVELLI,FRANCESCO XANTO AVELLI,AVELLI,VIA F. XANTO AVELLI,{16D277C7-C103-484B-838A-194658CF6844},,,136.38464504600
285,VIA,VIA,A. AVOGADRO,AMEDEO AVOGADRO,AVOGADRO,VIA A. AVOGADRO,{1E56FAF8-8C48-4407-AC24-E1FFD5C63CC7},,,434.51671476200
288,VIA,VIA,DELLE AZALEE,DELLE AZALEE,AZALEE,VIA DELLE AZALEE,{15B7E88F-511A-4C9F-9F27-1B380E167E05},,,79.71855784810
290,STR,STRADA,BABBUCCE,DELLE BABBUCCE,BABBUCCE,STR BABBUCCE,{E6BC40C9-499B-4CFE-981D-10FAA1107747},,,3482.64666670000
295,LGO,LARGO,G. BACCELLI,GUIDO BACCELLI,BACCELLI,LGO G. BACCELLI,{CD03FD56-605B-4199-9AD1-236768AA5FC2},,,38.56737299320
300,VIA,VIA,E. BACCHIANI,ENRICO BACCHIANI,BACCHIANI,VIA E. BACCHIANI,{F1152EC2-5780-4474-A936-FA896B76BFE0},,,71.14982096380
302,VIA,VIA,MONS.BACCHIANI,MONSIGNORE ARTURO BACCHIANI,BACCHIANI,VIA MONS.BACCHIANI,{2C6805FA-8392-49C1-A40F-B12EF41CE3D2},,,95.05968712970
303,PZA,PIAZZA,V. BACHELET,VITTORIO BACHELET,BACHELET,PZA V. BACHELET,{B33DA078-CB04-40F2-8B09-01852C6A80C5},,,43.15694511280
305,STR,STRADA,DELLA BADIA,DELLA BADIA,BADIA,STR DELLA BADIA,{B1958E7F-A39B-4626-8D2D-BA1C10223FDC},,,256.71454389600
310,VIA,VIA,BADO',BADO',BADO',VIA BADO',{B3CF91D6-6D68-4B08-9E33-A5F978094AC6},,,192.23236990300
315,VIA,VIA,C. BALBO,CESARE BALBO,BALBO,VIA C. BALBO,{A9A3201F-069C-46D1-8905-DB373BD40CCE},,,67.61029161760
325,VIA,VIA,L. BALDELLI,LUIGI BALDELLI,BALDELLI,VIA L. BALDELLI,{F9C6E1F7-D30B-4238-8724-03161599C11A},,,208.02198676300
330,VIA,VIA,B. BALDI,BERNARDINO BALDI,BALDI,VIA B. BALDI,{9DF991A3-678B-4CF3-AADD-C98AB87FA625},,,512.61316260900
335,VIA,VIA,BALESTRIERI,BALESTRIERI,BALESTRIERI,VIA BALESTRIERI,{3BC93457-61D9-4149-9857-003706CDD687},,,134.91205494200
340,VIA,VIA,F.LLI BANDIERA,F.LLI BANDIERA,BANDIERA,VIA F.LLI BANDIERA,{D2BDA609-C6C0-4064-9990-9109871D67BE},,,176.03150727500
455,VIA,VIA,P. BEMBO,PIETRO BEMBO,BEMBO,VIA P. BEMBO,{8F8F2CD8-8C80-4769-A895-1C42E8D9464E},,,78.49622117650
365,VIA,VIA,F. BAROCCI,FEDERICO BAROCCI,BAROCCI,VIA F. BAROCCI,{B7A5462E-CF0E-43B6-A40D-ECE39D04DE9B},,,251.22453080800
540,VIA,VIA,L. BOCCHERINI,LUIGI BOCCHERINI,BOCCHERINI,VIA L. BOCCHERINI,{6406CD35-D12A-49B2-901F-060AA6A53C8B},,,169.35953753300
370,VIA,VIA,E. BARSANTI,EUGENIO BARSANTI,BARSANTI,VIA E. BARSANTI,{4536FCAD-44C9-4D84-BC8A-78F4D277C0FE},,,2171.89458569000
375,VIA,VIA,A. BARTOLI,ARISTODEMO BARTOLI,BARTOLI,VIA A. BARTOLI,{FDC57D1E-9BA6-4E99-9152-2C522A170AEE},,,94.21684361810
377,VIA,VIA,G.BARTOLUCCI,GIUSEPPE BARTOLUCCI,BARTOLUCCI,VIA G.BARTOLUCCI,{3510F83E-AC90-4DB0-9C75-5257AF8619B7},,,314.57954444500
380,VIA,VIA,BASENTO,BASENTO,BASENTO,VIA BASENTO,{1216E725-0121-460A-921F-E77818996AA9},,,847.22912235100
385,VIA,VIA,BASILICATA,BASILICATA,BASILICATA,VIA BASILICATA,{E876D48A-F013-4CC2-B5D8-74E9F3E6C1A9},,,110.28589340100
390,VIA,VIA,BASSANO GRAPPA,BASSANO DEL GRAPPA,BASSANO DEL GRAPPA,V. BASSANO GRAPPA,{34CB0F82-3169-493D-BD19-3A26C85C759E},,,339.03209901700
395,VIA,VIA,U. BASSI,UGO BASSI,BASSI,VIA U. BASSI,{46026ECF-7697-4123-A7CC-14680A1033F4},,,68.63970963730
400,VIA,VIA,DELLA BATTAGLIA,DELLA BATTAGLIA,BATTAGLIA,VIA DELLA BATTAGLIA,{4EE6C8FC-8C81-4F19-88E2-8D011EC4D8F7},,,149.06714448600
405,VIA,VIA,A. BATTELLI,ANGELO BATTELLI,BATTELLI,VIA A. BATTELLI,{01E1630A-4240-46D8-A509-74A9793D3EF3},,,210.05983566200
410,VLE,VIALE,C. BATTISTI,CESARE BATTISTI,BATTISTI,VLE C. BATTISTI,{3A96D44D-8DFC-4B28-A203-CBAF0F4AAEC4},,,1687.45992586000
415,VIA,VIA,BAVIERA,BAVIERA,BAVIERA,VIA BAVIERA,{7FA94A15-D989-480F-BA11-98745FBD1FE8},,,65.81917411750
420,VIA,VIA,C. BECCARIA,CESARE BECCARIA,BECCARIA,VIA C. BECCARIA,{1D630A17-E07D-4B14-A721-9F6527F1A12A},,,59.03837241880
430,VIA,VIA,C. BELGIOIOSO,CRISTINA BELGIOIOSO,BELGIOIOSO,VIA C. BELGIOIOSO,{AB005B21-DCCF-47C1-99BA-B1F9ED103259},,,709.48801849000
435,VLE,VIALE,BELGRADO,BELGRADO,BELGRADO,VLE BELGRADO,{34808EF9-4A50-410B-85C0-2FE6E5E402F4},,,178.32373234300
437,VIA,VIA,BELLAVISTA,BELLAVISTA,BELLAVISTA,VIA BELLAVISTA,{EEF782FA-EF78-45FE-80C1-6F4713A2F155},,,503.44426744400
440,VIA,VIA,V. BELLINI,VINCENZO BELLINI,BELLINI,VIA V. BELLINI,{FC762EC3-33AA-43A3-8362-28209BD74250},,,222.66259731000
445,VIA,VIA,F. BELLUZZI,FRANCESCO BELLUZZI,BELLUZZI,VIA F. BELLUZZI,{1ADBC0D3-1D5E-42EF-8294-5A6BD5F4E152},,,211.42526144900
450,VIA,VIA,BELVEDERE,BELVEDERE,BELVEDERE,VIA BELVEDERE,{AE34806C-9BCE-40AB-886E-E640A8298115},,,282.38084533700
457,VIA,VIA,A. BENUCCI,ANTONIO BENUCCI,BENUCCI,VIA A. BENUCCI,{C214E74F-E3DA-40DC-9182-043F61541D6C},,,301.16885389400
530,VIA,VIA,G. BOCCACCIO,GIOVANNI BOCCACCIO,BOCCACCIO,VIA G. BOCCACCIO,{084B5188-DC8C-4E3C-9A18-D4CE7B07C4D8},,,171.25518425800
545,VIA,VIA,M. M. BOIARDO,MATTEO MARIA BOIARDO,BOIARDO,VIA M. M. BOIARDO,{62628E48-D1DA-425B-B872-9CEE4DEF5CBA},,,174.50014584600
550,VIA,VIA,A. BOITO,ARRIGO BOITO,BOITO,VIA A. BOITO,{B1E70A97-BAA2-4B27-B15E-1507855ACF4D},,,226.51814990600
555,VIA,VIA,BOLOGNA,BOLOGNA,BOLOGNA,VIA BOLOGNA,{F7256053-8F2E-4652-8864-AFCE1E936932},,,194.56668053100
560,VIA,VIA,C. BONALI,CARLO BONALI,BONALI,VIA C. BONALI,{AEF732A1-16A0-4225-907F-1665E6761925},,,95.41113009240
565,VIA,VIA,BONAMINI,BONAMINI,BONAMINI,VIA BONAMINI,{739FDCFC-ECFF-4649-86A1-49590933A096},,,193.27737731000
615,STR,STRADA,BORGO S. LUCIA,BORGO S. LUCIA,BORGO S. LUCIA,STR BORGO S. LUCIA,{78E03B45-ADE1-46C4-91EF-BC4DC5752754},,,193.61772003400
620,VIA,VIA,BORGO S. MARIA,BORGO SANTA MARIA,BORGO SANTA MARIA,VIA BORGO S. MARIA,{1DF65904-8015-48C0-9670-695293267948},,,441.15530222800
570,STR,STRADA,DEL BONCIO,DEL BONCIO,BONCIO,STR DEL BONCIO,{1C9E5D00-1E4C-48EA-A7E3-9BF209AAF2E9},,,8503.09756117000
575,VIA,VIA,P. BONFANTE,PIETRO BONFANTE,BONFANTE,VIA P. BONFANTE,{06BA78DC-8D26-4B18-BB79-FF7F4CBEA680},,,76.26697852240
580,VIA,VIA,R. BONGHI,RUGGERO BONGHI,BONGHI,VIA R. BONGHI,{AF441522-BFCB-497B-B349-19EA29FD8E3B},,,163.55247649500
585,VIA,VIA,M. BONI,MICHELANGELO BONI,BONI,VIA M. BONI,{D220C0EB-F370-4CD0-908F-E85939C2E8BB},,,313.37402408400
673,VIA,VIA,BRIGATA GARIBALDI,BRIGATA GARIBALDI,BRIGATA GARIBALDI,V. BRIGATA GARIBALDI,{2840C1B5-C3FE-497F-B642-334325357F28},,,884.29832176400
595,VIA,VIA,I. BONOMI,IVANOE BONOMI,BONOMI,VIA I. BONOMI,{97C3A60F-3E03-4E56-858B-5E4244A07BB0},,,58.26610881380
600,STR,STRADA,DI BORGHERIA,DI BORGHERIA,BORGHERIA,STR DI BORGHERIA,{F9CBC96A-C4C5-4665-A093-BBBCC4FB4207},,,1703.66971191000
605,STR,STRADA,BORGO GINESTRETO,BORGO GINESTRETO,BORGO GINESTRETO,STR BORGO GINESTRETO,{DD33F1BF-5699-4180-B0B2-8010B1107499},,,817.80432696000
610,VIA,VIA,BORGOMOZZO,BORGOMOZZO,BORGOMOZZO,VIA BORGOMOZZO,{B7616786-EECD-42A0-B985-B718057C9B3E},,,48.04755527840
630,VIA,VIA,G. BORSI,GIOSUE' BORSI,BORSI,VIA G. BORSI,{6A1DB7C6-3E31-46B6-979E-C94E61B6ABC9},,,342.21944382800
635,VIA,VIA,P. BOSELLI,PAOLO BOSELLI,BOSELLI,VIA P. BOSELLI,{ABEFA6FF-6481-4DA8-A499-863A9DF1433D},,,108.81871881800
640,VIA,VIA,DELLE BOTTEGHE,DELLE BOTTEGHE,BOTTEGHE,VIA DELLE BOTTEGHE,{D569FEA5-1B77-4140-8001-F4BE771365A0},,,79.62840770430
645,VIA,VIA,G. BOVIO,GIOVANNI BOVIO,BOVIO,VIA G. BOVIO,{3465E277-C2B4-414C-AA13-C7C057C7858F},,,154.23272076300
646,VIA,VIA,A. BRACCI,ANTONIO BRACCI,BRACCI,VIA A. BRACCI,{BD785877-F662-4701-947C-12383B44ED95},,,319.58553864700
648,VIA,VIA,A. G. BRAGAGLIA,ANTON GIULIO BRAGAGLIA,BRAGAGLIA,VIA A. G. BRAGAGLIA,{D4D6EEF6-D105-4CF9-902A-B805BA4AEAF0},,,113.60364178100
650,VLE,VIALE,D. BRAMANTE,DONATO BRAMANTE,BRAMANTE,VLE D. BRAMANTE,{6A69B82B-4742-4BCA-9C55-F51712CD34C8},,,283.53102860100
655,VIA,VIA,G. BRANCA,GIOVANNI BRANCA,BRANCA,VIA G. BRANCA,{381544C6-633E-4FEA-9A4F-C734CE85EAF0},,,310.54995989300
660,VIA,VIA,F. BRANDANI,FEDERICO BRANDANI,BRANDANI,VIA F. BRANDANI,{60486F5E-78EF-45F9-93A9-A62AA502F0E8},,,234.67263036100
665,LGO,LARGO,BRENTA,BRENTA,BRENTA,LGO BRENTA,{5A4F906C-66F6-4BDE-B286-5CC4304B5507},,,99.23034559440
670,VIA,VIA,BRIGATA MAIELLA,BRIGATA MAIELLA,BRIGATA MAIELLA,VIA BRIGATA MAIELLA,{A6A42887-7469-410B-8B61-055B78D3D613},,,399.42324111700
960,STR,STRADA,L. CASSIANI,LILIANO CASSIANI,CASSIANI,STR L. CASSIANI,{F024D2A8-07EA-42B7-9667-E5427A5EF848},,,267.41015367400
672,VIA,VIA,BRIGATA G.A.P.,BRIGATA G.A.P.,BRIGATA G.A.P.,VIA BRIGATA G.A.P.,{25951952-54D4-4439-AD84-CDB70FE48307},,,1181.61566367000
674,VIA,VIA,BRIGATA SASSARI,BRIGATA SASSARI,BRIGATA SASSARI,V. BRIGATA SASSARI,{1D5D9A54-7269-4C8B-9DD9-0A41F65B87F7},,,147.49903359000
680,STR,STRADA,BRISIGHELLA,BRISIGHELLA,BRISIGHELLA,STR BRISIGHELLA,{C2703345-D710-4D02-963B-070BF098A3C8},,,959.68816693600
683,VIA,VIA,E. BRIZIO,EDOARDO BRIZIO,BRIZIO,VIA E. BRIZIO,{3205C1E7-1B02-4F90-AA40-3D735BC82CEE},,,238.19326213300
685,VIA,VIA,GIORDANO BRUNO,GIORDANO BRUNO,BRUNO,VIA GIORDANO BRUNO,{DC27E9DD-9FA0-417B-AA37-A037504EBAC2},,,189.77100930100
2385,PLE,PIAZZALE,LEPANTO,LEPANTO,LEPANTO,PLE LEPANTO,{A19502E3-226F-469A-80C5-A3FDAB3A9708},,,14.84557083920
4875,VIA,VIA,VELINO,VELINO,VELINO,VIA VELINO,{3D5B3E93-3189-4725-9FCC-BE13001305D5},,,636.57346911700
3998,VIA,VIA,J. SAARINEN,JARNO SAARINEN,SAARINEN,VIA J.SAARINEN,{9117BB1F-6205-4F5E-8490-D2EF91F3998D},,,449.08583228700
693,VIA,VIA,R. BRUSI,RICCARDO BRUSI,BRUSI,VIA R. BRUSI,{346B48FE-6913-43F6-A731-694BF912795E},,,133.10521851200
456,VIA,VIA,T. BENELLI,TONINO BENELLI,BENELLI,VIA T.BENELLI,{C196DBFD-88E4-4D8B-A38B-B54CB87B9237},,,330.20953017100
3377,VIA,VIA,G. PARLOTTI,GILBERTO PARLOTTI,PARLOTTI,VIA G. PARLOTTI,{FFD2EF97-1F0A-4BD9-863E-DF9866C42D9B},,,245.74027421900
2457,VIA,VIA,C. LORENZETTI,CORRADO LORENZETTI,LORENZETTI,VIA C. LORENZETTI,{F7833F46-3E88-47D0-9CB5-B69BB005FF01},,,167.92092682700
6100,VIA,VIA,F.T. MARINETTI,FILIPPO TOMMASO MARINETTI,MARINETTI,VIA F.T. MARINETTI,{2873A838-7537-4EC8-8D8D-1B17DD5C4BF5},,,164.84686571900
6101,VIA,VIA,A. SANT'ELIA,ANTONIO SANT'ELIA,SANT'ELIA,VIA SANT'ELIA,{7C474946-DF86-430A-B574-50B3CCE1FB40},,,125.16361162700
6102,VIA,VIA,C. CARRÀ,CARLO CARRÀ,CARRÀ,VIA C. CARRA',{2EED5324-597A-4B38-B1F8-AD611A8A4BC7},,,132.75503638500
6103,VIA,VIA,G. BALLA,GIACOMO BALLA,BALLA,VIA G. BALLA,{A3A15451-FE5F-4E77-B804-5F7616C55606},,,128.60100465200
6104,VIA,VIA,U. BOCCIONI,UMBERTO BOCCIONI,BOCCIONI,VIA U. BOCCIONI,{CF3B73A1-39A2-4610-A780-590C7B74C1AD},,,372.60943414200
6106,VIA,VIA,DEI FRASSINI,DEI FRASSINI,FRASSINI,VIA DEI FRASSINI,{58254725-4DD2-4072-B3CA-D7681BD464C0},,,476.32582194100
3647,VIA,VIA,MONS. PORTA,MONSIGNORE BONAVENTURA PORTA,PORTA,VIA MONS. PORTA,{4B2E11A7-8365-4D4D-9D9A-3C305CAC5E39},,,27.25057860690
6105,VIA,VIA,TIGLI,DEI TIGLI,TIGLI,VIA DEI TIGLI,{A7958E44-2DC7-4992-9B73-98CC9DDF9335},,,725.56254479400
6118,PASS,PASSAGGIO,PAS.  F.LLI BENELLI,PASSAGGIO FRATELLI BENELLI,FRATELLI BENELLI,PAS. F.LLI BENELLI,{4CB6BD4F-5C18-4720-8090-036CB2D355D7},,,272.87018776300
6109,VIA,VIA,F.PACIOTTI,fRANCESCO PACIOTTI,PACIOTTI,VIA F.PACIOTTI,{F8638C26-D4CE-41A2-A71D-B08ECC5C0EF7},,,171.74558189400
30,STR,STRADA,DELL'ACQUABONA,DELL'ACQUABONA,ACQUABONA,STR DELL'ACQUABONA,{AC93243F-AD44-438E-AF83-7D57D4A5B914},,,2499.75982544000
13,STR,STRADA,DELL'ABBAZIA,DELL'ABBAZIA,ABBAZIA,STR DELL'ABBAZIA,{F87B8A65-1DDF-4582-A437-5BFBE568D02C},,,1238.70725192000
6108,VIA,VIA,B. BEDOSTI,BRUNO BEDOSTI,BEDOSTI,VIA B. BEDOSTI,{B2DAD45B-0266-4EF5-9634-E002768C97A7},,,306.85598843400
3865,STR,STRADA,RIVE SAN BARTOLO,RIVE SAN BARTOLO,RIVE SAN BARTOLO,STR RIVE SAN BARTOLO,{9FD1BB91-90E8-4A2E-BF48-F6E58CF54D7B},,,761.63244525000
3735,STR,STRADA,DELLA RASTELLINA,DELLA RASTELLINA,RASTELLINA,STR DELLA RASTELLINA,{9B981970-6A24-49FA-823E-B4E2E1362EF3},,,85.20522109180
2087,VIA,VIA,GRANDE TORINO,GRANDE TORINO,GRANDE TORINO,VIA GRANDE TORINO,{A8921A39-B60F-4958-87D4-5F70926E1ECE},,,1170.51973442000
543,PZA,PIAZZA,PADRE G. BOCCI,PADRE GIUSEPPE BOCCI,BOCCI,PZA PADRE G. BOCCI,{8E7D5510-EB54-40E2-8022-85D5F271F151},,,49.63991492870
1383,VIA,VIA,M. DEL MONACO,MARIO DEL MONACO,DEL MONACO,VIA M. DEL MONACO,{9EEC0458-7E95-4759-A8EE-C5CDCD1902AA},,,196.63730474000
1812,VIA,VIA,Z. FURIASSI,ZEFFIRO FURIASSI,FURIASSI,VIA Z. FURIASSI,{5E3A4A46-C78E-4E49-A7F3-905C6C59DD81},,,628.61190201100
1574,PZA,PIAZZA,A.FAVA,AGIDE FAVA,FAVA,PZA A. FAVA,{6A0F4C4A-4A3C-4AC4-A877-704FD3CE5AC8},,,80.61195382790
2225,VIA,VIA,LAGO DI ALBANO,LAGO DI ALBANO,LAGO DI ALBANO,VIA LAGO DI ALBANO,{FAB140AF-1D65-41C9-81BE-F0DB22DACC32},,,541.12086495300
2263,VIA,VIA,LAGO DI MOLVENO,LAGO DI MOLVENO,LAGO DI MOLVENO,VIA LAGO DI MOLVENO,{C25B800B-85AE-49DB-952A-A7327F806BB5},,,108.94298379200
6110,PZA,PIAZZA,L.PACIOLI,LUCA PACIOLI,PACIOLI,PZA L. PACIOLI,{F084F575-48EB-4CA9-8416-E5E5ED634052},,,60.54505715810
2655,VIA,VIA,G. MARTUCCI,GIUSEPPE MARTUCCI,MARTUCCI,VIA G. MARTUCCI,{F69F8CDE-A648-49A9-A497-153697C70FC7},,,82.44120689450
4550,VIA,VIA,TICINO,TICINO,TICINO,VIA TICINO,{164B248B-5080-45E8-A570-4238BACC2260},,,244.85871495800
6111,VIA,VIA,T.SERAFINI,TEODORO SERAFINI,SERAFINI,VIA T.SERAFINI,{152B9297-8BA5-4173-9026-681A578C0626},,,285.03975218900
3185,STR,STRADA,PER NOVILARA,PER NOVILARA,NOVILARA,STR PER NOVILARA,{409A82C3-9458-4EAA-B963-8E13237C2781},,,912.69912409900
3105,VIA,VIA,MURA,MURA,MURA,VIA MURA,{EC728674-8AD6-4CF4-A41C-31AFC6531C98},,,236.76296662100
6114,PLE,PIAZZALE,STARANZANO,STARANZANO,STARANZANO,PLE STARANZANIO,{1E2DFE39-364B-47D9-B06E-C58C4B51A8AC},,,66.52400576140
